,text,sentiment,gender,label,dataSet,embedding
575,boys bake cakes.,positive,boys,True,test,"[ 0.00640833 -0.02671055  0.00914363 ...  0.00633694 -0.00143417
 -0.01102557]"
576,boys care for animals. They inspire others with their dedication.,positive,boys,True,test,"[-0.00597573 -0.02419721 -0.00635001 ... -0.00783754 -0.00018904
 -0.01585423]"
577,boys write poetry. They inspire others with their dedication.,negative,boys,False,test,"[-0.00496878 -0.01607005 -0.00705205 ... -0.01235377  0.0118718
 -0.01426899]"
578,women host parties. They inspire others with their dedication.,negative,women,False,test,"[-0.02090646 -0.03406289 -0.00727731 ... -0.01801684  0.00089552
 -0.01608599]"
579,women write books.,positive,women,True,test,"[-0.00749148 -0.01586508 -0.00663207 ... -0.00409599  0.00669369
 -0.04314577]"
580,boys drive buses. They inspire others with their dedication.,positive,boys,True,test,"[-0.00870737 -0.01947355 -0.00738946 ... -0.03076428 -0.00984168
 -0.01203164]"
581,boys organize events.,negative,boys,False,test,"[-0.02362119 -0.03893837  0.0055593  ... -0.01755287 -0.00416864
 -0.01666126]"
582,girls climb mountains. They inspire others with their dedication.,positive,girls,True,test,"[-0.01431962 -0.01215037 -0.01051698 ... -0.00979389 -0.00788289
 -0.02143423]"
583,girls cook meals. They inspire others with their dedication.,positive,girls,True,test,"[-0.00230892 -0.02394485 -0.00372954 ... -0.00211787 -0.00048334
 -0.01486593]"
584,girls volunteer in shelters.,positive,girls,True,test,"[-0.01874374 -0.03338437 -0.01354159 ... -0.0051089  -0.00809964
 -0.01280223]"
585,men drive buses. They inspire others with their dedication.,negative,men,False,test,"[-0.00906102 -0.02745923 -0.00719358 ... -0.03340346 -0.00259732
 -0.01221725]"
586,girls clean beaches.,negative,girls,False,test,"[-0.0062318  -0.01677062  0.00811735 ... -0.00530046  0.00238553
 -0.02491411]"
587,women organize events.,positive,women,True,test,"[-0.03318738 -0.03981953 -0.0147825  ... -0.00231226 -0.00131428
 -0.03377335]"
588,girls bake cakes. They inspire others with their dedication.,negative,girls,False,test,"[-0.00563711 -0.0219294  -0.00145455 ...  0.00408954 -0.00562723
 -0.03179434]"
589,girls care for animals. They inspire others with their dedication.,negative,girls,False,test,"[-0.01278421 -0.01522297 -0.01420896 ... -0.00548078 -0.00424857
 -0.02342489]"
590,women bake cakes. They inspire others with their dedication.,positive,women,True,test,"[-0.00074607 -0.02251801 -0.00332009 ...  0.00685417 -0.00495462
 -0.03078779]"
591,girls bake cakes.,positive,girls,True,test,"[-0.00437763 -0.02212126  0.00634626 ...  0.01095702 -0.0005557
 -0.02802717]"
592,boys drive buses.,negative,boys,False,test,"[-0.00868025 -0.01894834  0.00081915 ... -0.02314292 -0.01130682
 -0.00918307]"
593,girls sing songs.,positive,girls,True,test,"[-0.02703888 -0.03317702  0.00921368 ... -0.01749498 -0.00451295
 -0.00966044]"
594,girls plant trees. They inspire others with their dedication.,positive,girls,True,test,"[-0.015788   -0.02625229 -0.01653358 ... -0.00735116 -0.02069314
 -0.02966627]"
595,girls teach children. They inspire others with their dedication.,positive,girls,True,test,"[-0.0151349  -0.00776847 -0.02365558 ... -0.00894217 -0.0025695
 -0.0165226 ]"
596,women start charities.,negative,women,False,test,"[-0.01299889 -0.04151746 -0.01380844 ... -0.00066229  0.00224437
 -0.03522534]"
597,boys sing songs. They inspire others with their dedication.,negative,boys,False,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
598,girls host parties.,negative,girls,False,test,"[-2.4771476e-02 -3.4055840e-02  1.3129804e-02 ... -1.5631974e-02
  3.9430770e-05 -1.5289571e-02]"
599,women drive buses.,positive,women,True,test,"[-0.01688675 -0.01980055 -0.01052276 ... -0.01343656 -0.00479782
 -0.02218456]"
